date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:31:59	1626/1626	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/brand/bootstrap-solid.svg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/brand/bootstrap-solid.svg	(from http://getbootstrap.com/about/)
13:31:59	1864/1864	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/brand/bootstrap-outline.svg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/brand/bootstrap-outline.svg	(from http://getbootstrap.com/about/)
13:32:00	1647/1647	---MCZ	200	added ('OK')	image/svg+xml	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/brand/bootstrap-punchout.svg	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/brand/bootstrap-punchout.svg	(from http://getbootstrap.com/about/)
13:32:01	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Dec%202016%2005:32:00%20GMT	http://getbootstrap.com/track.js	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/track.js	(from http://secure.gaug.es/track.js)
13:32:01	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2028%20Dec%202016%2005:32:01%20GMT	http://getbootstrap.com/track.gif	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/track.gif	(from http://secure.gaug.es/track.js)
13:32:02	433/433	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/css/ie10-viewport-bug-workaround.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/css/ie10-viewport-bug-workaround.css	(from http://getbootstrap.com/examples/starter-template/)
13:32:02	96/96	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/starter-template/starter-template.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/starter-template/starter-template.css	(from http://getbootstrap.com/examples/starter-template/)
13:32:03	23409/23409	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/dist/css/bootstrap-theme.min.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/dist/css/bootstrap-theme.min.css	(from http://getbootstrap.com/examples/theme/)
13:32:03	255/255	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/theme/theme.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/theme/theme.css	(from http://getbootstrap.com/examples/theme/)
13:32:03	362/362	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/grid/grid.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/grid/grid.css	(from http://getbootstrap.com/examples/grid/)
13:32:04	127/127	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/jumbotron/jumbotron.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/jumbotron/jumbotron.css	(from http://getbootstrap.com/examples/jumbotron/)
13:32:04	1411/1411	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/jumbotron-narrow/jumbotron-narrow.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/jumbotron-narrow/jumbotron-narrow.css	(from http://getbootstrap.com/examples/jumbotron-narrow/)
13:32:05	90/90	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/navbar/navbar.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/navbar/navbar.css	(from http://getbootstrap.com/examples/navbar/)
13:32:05	78/78	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/navbar-static-top/navbar-static-top.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/navbar-static-top/navbar-static-top.css	(from http://getbootstrap.com/examples/navbar-static-top/)
13:32:06	52/52	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/navbar-fixed-top/navbar-fixed-top.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/navbar-fixed-top/navbar-fixed-top.css	(from http://getbootstrap.com/examples/navbar-fixed-top/)
13:32:06	2531/2531	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/cover/cover.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/cover/cover.css	(from http://getbootstrap.com/examples/cover/)
13:32:07	21934/21934	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/js/vendor/holder.min.js	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/js/vendor/holder.min.js	(from http://getbootstrap.com/examples/carousel/)
13:32:07	2538/2538	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/carousel/carousel.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/carousel/carousel.css	(from http://getbootstrap.com/examples/carousel/)
13:32:09	2409/2409	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/blog/blog.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/blog/blog.css	(from http://getbootstrap.com/examples/blog/)
13:32:09	1557/1557	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/dashboard/dashboard.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/dashboard/dashboard.css	(from http://getbootstrap.com/examples/dashboard/)
13:32:10	793/793	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/signin/signin.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/signin/signin.css	(from http://getbootstrap.com/examples/signin/)
13:32:11	2257/2257	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/justified-nav/justified-nav.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/justified-nav/justified-nav.css	(from http://getbootstrap.com/examples/justified-nav/)
13:32:11	602/602	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/sticky-footer/sticky-footer.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer/sticky-footer.css	(from http://getbootstrap.com/examples/sticky-footer/)
13:32:11	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Dec%202016%2005:32:11%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer-navbar	(from http://getbootstrap.com/examples/sticky-footer/)
13:32:12	678/678	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/sticky-footer-navbar/sticky-footer-navbar.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer-navbar/sticky-footer-navbar.css	(from http://getbootstrap.com/examples/sticky-footer-navbar/)
13:32:14	178/178	---MC-	301	error ('Moved%20Permanently')	text/html	date:Wed,%2028%20Dec%202016%2005:32:13%20GMT	http://getbootstrap.com/examples/sticky-footer	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/sticky-footer	(from http://getbootstrap.com/examples/sticky-footer-navbar/)
13:32:15	5208/5208	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/non-responsive/non-responsive.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/non-responsive/non-responsive.css	(from http://getbootstrap.com/examples/non-responsive/)
13:32:16	990/990	---MCZ	200	added ('OK')	text/css	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/offcanvas/offcanvas.css	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/offcanvas/offcanvas.css	(from http://getbootstrap.com/examples/offcanvas/)
13:32:16	140/140	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/examples/offcanvas/offcanvas.js	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/examples/offcanvas/offcanvas.js	(from http://getbootstrap.com/examples/offcanvas/)
13:32:23	1692586/1692586	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2019%20Oct%202016%2015:43:42%20GMT	http://getbootstrap.com/assets/js/customize.min.js	C:/My%20Websites/http___getbootstrap.com_/getbootstrap.com/assets/js/customize.min.js	(from http://getbootstrap.com/customize/)
